OutcomeType,AnimalType,SexuponOutcome,Breed,Color,mix_breed,clean_age,weekday,hour,day,month,Sex,neuter_status
Adoption,Dog,Neutered Male,Other,White,0,24.0,5,18,12,7,Male,Neutered
Adoption,Dog,Spayed Female,Other,Brown,0,1.0,2,9,2,7,Female,Spayed
Euthanasia,Dog,Intact Female,Pit Bull Mix,White/Black,1,24.0,3,15,26,2,Female,Intact
Euthanasia,Cat,Intact Male,Domestic Shorthair Mix,Black/White,1,1.0,1,10,22,7,Male,Intact
Euthanasia,Cat,Intact Female,Domestic Shorthair Mix,Orange Tabby,1,36.0,3,17,1,5,Female,Intact
Adoption,Dog,Spayed Female,Labrador Retriever Mix,Black,1,2.0,6,11,3,11,Female,Spayed
Transfer,Cat,Spayed Female,Domestic Shorthair Mix,Brown Tabby,1,12.0,6,14,27,7,Female,Spayed
Adoption,Cat,Spayed Female,Domestic Shorthair Mix,Black,1,3.0,5,14,29,11,Female,Spayed
Transfer,Dog,Intact Male,Labrador Retriever Mix,Black/Tan,1,2.0,3,17,19,6,Male,Intact
Euthanasia,Dog,Intact Male,Pit Bull Mix,Red,1,36.0,1,12,14,7,Male,Intact
Transfer,Dog,Neutered Male,Chihuahua Shorthair Mix,Tricolor,1,12.0,2,12,26,3,Male,Neutered
Euthanasia,Dog,Neutered Male,Other,Cream,0,36.0,4,12,16,5,Male,Neutered
Transfer,Dog,Intact Female,German Shepherd Mix,Tan,1,12.0,2,12,18,12,Female,Intact
Adoption,Dog,Spayed Female,Chihuahua Shorthair Mix,Other,1,24.0,3,17,22,10,Female,Spayed
Adoption,Cat,Neutered Male,Domestic Shorthair Mix,Other,1,2.0,5,16,12,7,Male,Neutered
Adoption,Dog,Spayed Female,Other,Black/White,0,72.0,1,16,1,7,Female,Spayed
Transfer,Dog,Neutered Male,Other,White/Brown,1,8.0,1,17,6,10,Male,Neutered
Adoption,Cat,Spayed Female,Domestic Shorthair Mix,Black,1,2.0,0,14,23,6,Female,Spayed
Transfer,Cat,Unknown,Domestic Medium Hair Mix,White/Black,1,0.5,1,14,21,4,Unknown,Unknown
Adoption,Dog,Spayed Female,Other,Buff,0,24.0,4,13,21,2,Female,Spayed
Transfer,Cat,Intact Female,Domestic Shorthair Mix,Other,1,60.0,5,9,10,1,Female,Intact
Return_to_owner,Dog,Neutered Male,Labrador Retriever Mix,Black,1,12.0,1,17,10,11,Male,Neutered
Transfer,Cat,Spayed Female,Domestic Shorthair Mix,Brown Tabby/White,1,36.0,4,13,23,1,Female,Spayed
Transfer,Cat,Unknown,Domestic Shorthair Mix,Blue Tabby,1,8.0,1,9,10,2,Unknown,Unknown
Adoption,Dog,Neutered Male,Other,Black,0,48.0,5,13,11,7,Male,Neutered
Adoption,Dog,Spayed Female,Other,Brown Brindle,1,5.0,1,15,28,1,Female,Spayed
Transfer,Dog,Intact Male,American Bulldog Mix,Brown Brindle/White,1,36.0,2,15,30,10,Male,Intact
Died,Dog,Neutered Male,Other,Brown,0,24.0,3,18,22,5,Male,Neutered
Return_to_owner,Dog,Spayed Female,Other,Black/Brown,0,96.0,6,18,7,12,Female,Spayed
Return_to_owner,Dog,Intact Female,Pit Bull Mix,Tan/White,1,1.0,3,17,19,2,Female,Intact
Adoption,Dog,Neutered Male,German Shepherd Mix,Black/Tan,1,120.0,1,8,4,11,Male,Neutered
Adoption,Dog,Spayed Female,Chihuahua Shorthair Mix,Other,1,24.0,3,17,11,6,Female,Spayed
Transfer,Cat,Intact Female,Domestic Shorthair,Brown Tabby,0,0.75,5,16,3,5,Female,Intact
Transfer,Dog,Neutered Male,Other,Brown Brindle,0,12.0,0,13,30,11,Male,Neutered
Adoption,Dog,Spayed Female,Other,White/Brown,1,2.0,0,18,27,7,Female,Spayed
Transfer,Dog,Intact Female,Other,Other,0,2.0,5,17,24,5,Female,Intact
Adoption,Dog,Neutered Male,Other,White/Tan,0,5.0,5,18,18,10,Male,Neutered
Transfer,Dog,Neutered Male,Dachshund Mix,Brown/White,1,36.0,5,16,15,11,Male,Neutered
Return_to_owner,Dog,Neutered Male,Other,Other,1,4.0,2,17,18,6,Male,Neutered
Transfer,Dog,Intact Male,Other,Tan,0,12.0,0,12,20,1,Male,Intact
Adoption,Dog,Spayed Female,Other,Tan/White,1,60.0,0,11,18,1,Female,Spayed
Transfer,Dog,Spayed Female,Miniature Poodle Mix,White,1,120.0,3,11,26,2,Female,Spayed
Adoption,Cat,Neutered Male,Domestic Longhair Mix,Other,1,7.0,0,11,14,10,Male,Neutered
Transfer,Cat,Intact Female,Domestic Shorthair Mix,Torbie,1,4.0,1,9,26,8,Female,Intact
Return_to_owner,Dog,Neutered Male,Labrador Retriever Mix,Black/Brown,1,60.0,0,12,20,7,Male,Neutered
Adoption,Dog,Neutered Male,American Bulldog Mix,White/Brown,1,8.0,0,16,10,3,Male,Neutered
Euthanasia,Dog,Spayed Female,Pit Bull Mix,Black/White,1,108.0,1,17,22,9,Female,Spayed
Adoption,Cat,Spayed Female,Domestic Shorthair,Calico,0,2.0,2,18,10,12,Female,Spayed
Adoption,Cat,Spayed Female,Other,Black,1,12.0,6,14,9,2,Female,Spayed
Transfer,Dog,Neutered Male,Other,Black/Tan,1,24.0,1,11,12,11,Male,Neutered
Return_to_owner,Dog,Spayed Female,Australian Cattle Dog Mix,Other,1,24.0,1,18,14,7,Female,Spayed
Euthanasia,Dog,Intact Female,Other,Black,0,24.0,3,14,31,10,Female,Intact
Return_to_owner,Dog,Spayed Female,Other,Other,0,156.0,6,15,7,12,Female,Spayed
Transfer,Cat,Intact Female,Domestic Shorthair Mix,Black/White,1,36.0,4,8,13,6,Female,Intact
Adoption,Dog,Neutered Male,Other,Black/White,0,2.0,0,16,31,8,Male,Neutered
Transfer,Cat,Neutered Male,Domestic Shorthair Mix,Orange Tabby/White,1,60.0,1,15,7,4,Male,Neutered
Return_to_owner,Cat,Spayed Female,Domestic Shorthair Mix,Tortie,1,11.0,0,16,31,3,Female,Spayed
Transfer,Cat,Intact Male,Siamese Mix,Other,1,3.0,3,17,14,8,Male,Intact
Transfer,Cat,Neutered Male,Domestic Shorthair Mix,Black,1,4.0,4,19,27,12,Male,Neutered
Transfer,Dog,Neutered Male,Labrador Retriever Mix,Other,1,24.0,6,11,17,8,Male,Neutered
Return_to_owner,Dog,Intact Male,Other,Tan,1,24.0,2,11,26,11,Male,Intact
Adoption,Dog,Neutered Male,Other,Black/White,1,24.0,5,18,6,2,Male,Neutered
Adoption,Dog,Spayed Female,Other,Black,0,24.0,6,7,4,5,Female,Spayed
Adoption,Cat,Spayed Female,Domestic Shorthair Mix,Tortie,1,3.0,5,17,12,12,Female,Spayed
Transfer,Dog,Spayed Female,Chihuahua Shorthair Mix,Brown,1,48.0,5,14,4,4,Female,Spayed
Return_to_owner,Dog,Intact Male,Pit Bull Mix,Other,1,48.0,0,12,15,6,Male,Intact
Adoption,Dog,Neutered Male,Other,White/Tan,0,48.0,1,16,7,4,Male,Neutered
Transfer,Cat,Intact Male,Domestic Shorthair Mix,Black/White,1,0.25,1,13,23,9,Male,Intact
Adoption,Dog,Spayed Female,Other,Other,1,2.0,3,12,26,6,Female,Spayed
Adoption,Dog,Spayed Female,Chihuahua Shorthair Mix,Cream,1,48.0,1,11,30,12,Female,Spayed
Adoption,Dog,Spayed Female,Other,Tan,0,10.0,6,14,22,3,Female,Spayed
Return_to_owner,Dog,Spayed Female,Pit Bull Mix,White,1,48.0,0,13,6,10,Female,Spayed
Transfer,Cat,Intact Male,Domestic Shorthair Mix,Black/White,1,3.0,5,9,18,7,Male,Intact
Transfer,Cat,Spayed Female,Domestic Medium Hair Mix,Black/White,1,10.0,3,15,27,2,Female,Spayed
Return_to_owner,Dog,Spayed Female,Chihuahua Shorthair Mix,Other,1,204.0,0,13,7,7,Female,Spayed
Transfer,Dog,Intact Female,Australian Cattle Dog Mix,Black/Brown,1,12.0,0,14,30,11,Female,Intact
Adoption,Cat,Spayed Female,Domestic Shorthair Mix,Brown Tabby,1,2.0,3,11,21,8,Female,Spayed
Return_to_owner,Dog,Spayed Female,Other,Brown/White,0,24.0,6,19,7,12,Female,Spayed
Return_to_owner,Dog,Spayed Female,Other,Brown,0,60.0,6,16,7,2,Female,Spayed
Return_to_owner,Dog,Spayed Female,Miniature Poodle Mix,White,1,72.0,3,17,7,8,Female,Spayed
Transfer,Cat,Intact Female,Domestic Shorthair Mix,Tortie,1,1.0,1,17,26,5,Female,Intact
Transfer,Dog,Intact Male,Other,Tan/White,0,48.0,0,12,30,3,Male,Intact
Adoption,Dog,Neutered Male,Labrador Retriever Mix,Black,1,1.0,6,17,12,10,Male,Neutered
Transfer,Cat,Unknown,Domestic Shorthair Mix,Brown Tabby,1,0.75,0,15,27,7,Unknown,Unknown
Adoption,Dog,Neutered Male,Other,White/Black,1,2.0,0,17,13,7,Male,Neutered
Transfer,Dog,Intact Male,Labrador Retriever Mix,Tan,1,4.0,0,11,31,8,Male,Intact
Transfer,Cat,Neutered Male,Domestic Medium Hair Mix,Blue Tabby/White,1,24.0,2,9,8,7,Male,Neutered
Transfer,Cat,Unknown,Domestic Shorthair Mix,Black/White,1,0.0,4,15,5,9,Unknown,Unknown
Adoption,Cat,Neutered Male,Domestic Shorthair Mix,Black,1,2.0,5,15,23,8,Male,Neutered
Died,Dog,Intact Male,Other,Red,1,12.0,1,10,20,5,Male,Intact
Return_to_owner,Dog,Intact Female,Other,Black/Tan,0,96.0,6,17,6,12,Female,Intact
Euthanasia,Cat,Unknown,Domestic Shorthair Mix,Brown Tabby,1,0.5,0,15,11,5,Unknown,Unknown
Return_to_owner,Dog,Neutered Male,Other,Cream,0,12.0,4,17,6,2,Male,Neutered
Adoption,Cat,Spayed Female,Domestic Shorthair Mix,Brown Tabby/White,1,2.0,6,17,12,1,Female,Spayed
Transfer,Cat,Unknown,Domestic Shorthair Mix,Black,1,0.25,4,17,8,5,Unknown,Unknown
Transfer,Cat,Neutered Male,Domestic Shorthair Mix,Brown Tabby/White,1,2.0,3,0,2,7,Male,Neutered
Transfer,Cat,Intact Male,Domestic Shorthair Mix,Brown Tabby,1,0.0,6,13,7,6,Male,Intact
Transfer,Cat,Unknown,Domestic Shorthair Mix,Tortie,1,0.75,6,14,19,4,Unknown,Unknown
Transfer,Dog,Neutered Male,Other,Black/White,1,6.0,3,10,2,7,Male,Neutered
Transfer,Cat,Intact Male,Domestic Shorthair Mix,Brown Tabby,1,3.0,1,13,14,7,Male,Intact
Return_to_owner,Dog,Intact Male,Miniature Poodle Mix,Brown,1,24.0,2,17,27,8,Male,Intact
Return_to_owner,Dog,Neutered Male,Other,Yellow,0,120.0,6,12,2,11,Male,Neutered
Transfer,Cat,Spayed Female,Domestic Medium Hair Mix,Brown Tabby/White,1,96.0,1,13,17,12,Female,Spayed
Transfer,Cat,Intact Male,Domestic Shorthair Mix,Brown Tabby/White,1,12.0,2,9,10,6,Male,Intact
Adoption,Dog,Spayed Female,Labrador Retriever Mix,Black/White,1,12.0,3,16,21,11,Female,Spayed
Euthanasia,Dog,Intact Male,Pit Bull Mix,Black,1,24.0,3,16,13,8,Male,Intact
Euthanasia,Dog,Intact Female,Miniature Poodle Mix,Other,1,36.0,0,16,25,5,Female,Intact
Adoption,Cat,Neutered Male,Domestic Shorthair Mix,Black,1,2.0,5,16,18,10,Male,Neutered
Adoption,Cat,Neutered Male,Domestic Shorthair Mix,Brown Tabby,1,12.0,5,10,19,4,Male,Neutered
Adoption,Cat,Neutered Male,Domestic Shorthair Mix,Other,1,2.0,5,16,12,7,Male,Neutered
Transfer,Dog,Spayed Female,Other,White/Blue,1,9.0,3,17,2,4,Female,Spayed
Adoption,Dog,Neutered Male,Chihuahua Shorthair Mix,Brown,1,24.0,5,13,18,1,Male,Neutered
Adoption,Dog,Neutered Male,Other,Other,0,12.0,6,18,2,3,Male,Neutered
Adoption,Cat,Neutered Male,Other,Blue,1,3.0,3,16,20,3,Male,Neutered
Transfer,Cat,Intact Male,Domestic Shorthair Mix,Other,1,0.0,2,11,23,4,Male,Intact
Transfer,Cat,Intact Male,Domestic Shorthair Mix,Black,1,24.0,1,9,17,6,Male,Intact
Adoption,Cat,Neutered Male,Domestic Shorthair Mix,Blue Tabby,1,12.0,2,18,18,3,Male,Neutered
Transfer,Cat,Intact Male,Domestic Shorthair Mix,Brown Tabby,1,0.5,0,14,24,8,Male,Intact
Transfer,Cat,Spayed Female,Domestic Shorthair Mix,Tortie,1,6.0,5,11,17,5,Female,Spayed
Adoption,Dog,Spayed Female,Other,Brown/White,1,72.0,5,13,13,12,Female,Spayed
Died,Cat,Intact Female,Domestic Medium Hair Mix,Other,1,0.75,0,14,28,9,Female,Intact
Adoption,Dog,Intact Male,Other,Brown/Black,0,2.0,4,8,5,12,Male,Intact
Adoption,Cat,Spayed Female,Siamese Mix,Other,1,36.0,6,12,14,2,Female,Spayed
Return_to_owner,Dog,Neutered Male,Other,Other,0,156.0,0,18,29,6,Male,Neutered
Transfer,Cat,Unknown,Domestic Medium Hair Mix,Blue/White,1,3.0,4,17,6,12,Unknown,Unknown
Adoption,Dog,Spayed Female,Other,Brown/Black,0,1.0,0,18,24,8,Female,Spayed
Adoption,Dog,Spayed Female,Labrador Retriever Mix,Other,1,24.0,4,18,27,3,Female,Spayed
Transfer,Dog,Spayed Female,Other,Other,1,36.0,3,11,2,10,Female,Spayed
Transfer,Dog,Spayed Female,Other,Other,0,72.0,5,12,12,7,Female,Spayed
Return_to_owner,Dog,Neutered Male,Other,Black/Brown,0,84.0,4,18,5,12,Male,Neutered
Adoption,Dog,Neutered Male,Pit Bull Mix,Brown Brindle/White,1,24.0,4,18,21,11,Male,Neutered
Adoption,Dog,Spayed Female,Other,Brown/White,1,9.0,4,19,22,5,Female,Spayed
Transfer,Cat,Intact Male,Domestic Shorthair Mix,Blue,1,1.0,4,11,13,11,Male,Intact
Adoption,Cat,Neutered Male,Domestic Shorthair Mix,Brown Tabby/White,1,2.0,6,17,29,6,Male,Neutered
Adoption,Dog,Spayed Female,Other,Tan/White,0,2.0,6,18,8,3,Female,Spayed
Return_to_owner,Dog,Neutered Male,Other,Sable,0,24.0,1,12,31,3,Male,Neutered
Adoption,Dog,Spayed Female,Labrador Retriever Mix,Chocolate/White,1,2.0,2,17,11,12,Female,Spayed
Died,Cat,Intact Female,Domestic Shorthair Mix,Brown Tabby,1,1.0,2,12,16,7,Female,Intact
Euthanasia,Dog,Spayed Female,Other,Brown,0,36.0,4,11,27,12,Female,Spayed
Adoption,Dog,Spayed Female,Australian Shepherd Mix,Other,1,24.0,4,17,1,8,Female,Spayed
Transfer,Dog,Spayed Female,Dachshund Mix,Other,1,48.0,0,15,9,12,Female,Spayed
Adoption,Dog,Neutered Male,Labrador Retriever Mix,Brown,1,24.0,5,13,9,8,Male,Neutered
Return_to_owner,Dog,Neutered Male,Labrador Retriever Mix,Brown Brindle/White,1,24.0,4,12,28,3,Male,Neutered
Adoption,Cat,Intact Female,Domestic Shorthair Mix,Brown Tabby/White,1,2.0,1,16,1,9,Female,Intact
Adoption,Cat,Spayed Female,Domestic Shorthair Mix,Brown Tabby,1,3.0,6,17,29,6,Female,Spayed
Adoption,Dog,Neutered Male,Other,Red/White,1,4.0,1,18,9,12,Male,Neutered
Return_to_owner,Dog,Spayed Female,Chihuahua Shorthair Mix,Black/Brown,1,96.0,3,16,7,8,Female,Spayed
Transfer,Dog,Spayed Female,Other,Tricolor,1,24.0,3,16,13,2,Female,Spayed
Adoption,Dog,Neutered Male,Boxer Mix,Brown/White,1,6.0,5,18,19,10,Male,Neutered
Transfer,Cat,Unknown,Domestic Shorthair Mix,Black,1,0.0,5,15,19,4,Unknown,Unknown
Transfer,Cat,Intact Female,Domestic Medium Hair Mix,Black/White,1,12.0,4,9,22,5,Female,Intact
Transfer,Cat,Neutered Male,Domestic Shorthair Mix,Cream Tabby,1,12.0,0,9,14,7,Male,Neutered
Return_to_owner,Dog,Neutered Male,Other,Other,1,72.0,3,12,9,1,Male,Neutered
Transfer,Cat,Intact Male,Domestic Longhair Mix,Blue Tabby/White,1,24.0,5,15,11,1,Male,Intact
Transfer,Dog,Neutered Male,Australian Cattle Dog Mix,Other,1,8.0,3,17,4,12,Male,Neutered
Return_to_owner,Dog,Neutered Male,Labrador Retriever Mix,Yellow,1,7.0,3,18,14,1,Male,Neutered
Transfer,Dog,Intact Male,Pit Bull Mix,Chocolate/White,1,0.0,5,12,27,12,Male,Intact
Return_to_owner,Dog,Spayed Female,Labrador Retriever Mix,Brown Brindle,1,84.0,2,13,8,1,Female,Spayed
Return_to_owner,Dog,Neutered Male,Other,Other,0,168.0,5,11,4,10,Male,Neutered
Transfer,Cat,Intact Female,Domestic Shorthair Mix,Brown Tabby,1,12.0,5,9,13,6,Female,Intact
Adoption,Dog,Spayed Female,Other,Cream,1,120.0,6,18,26,4,Female,Spayed
Transfer,Dog,Neutered Male,Labrador Retriever Mix,Black,1,6.0,0,14,20,4,Male,Neutered
Transfer,Dog,Neutered Male,German Shepherd Mix,Black/Brown,1,24.0,4,11,26,9,Male,Neutered
Adoption,Dog,Spayed Female,Other,Other,0,12.0,5,12,20,6,Female,Spayed
Transfer,Cat,Intact Female,Domestic Shorthair Mix,Calico,1,1.0,5,13,19,7,Female,Intact
Transfer,Cat,Unknown,Domestic Shorthair Mix,Tortie,1,0.75,2,18,20,5,Unknown,Unknown
Transfer,Cat,Intact Male,Domestic Shorthair Mix,Other,1,4.0,6,9,26,7,Male,Intact
Euthanasia,Cat,Neutered Male,Domestic Longhair Mix,Other,1,2.0,4,13,3,1,Male,Neutered
Transfer,Cat,Neutered Male,Domestic Shorthair Mix,Other,1,2.0,3,12,20,11,Male,Neutered
Transfer,Dog,Intact Female,Other,White/Brown,1,0.25,5,19,26,9,Female,Intact
Adoption,Dog,Neutered Male,Other,White/Brown,1,60.0,3,16,31,7,Male,Neutered
Transfer,Cat,Neutered Male,Domestic Shorthair Mix,Black/White,1,10.0,1,13,10,6,Male,Neutered
Adoption,Dog,Spayed Female,Pit Bull Mix,Blue/White,1,36.0,2,18,25,2,Female,Spayed
Return_to_owner,Dog,Neutered Male,German Shepherd Mix,Black/Tan,1,24.0,0,15,2,12,Male,Neutered
Transfer,Dog,Spayed Female,Other,White/Tan,1,72.0,4,11,14,3,Female,Spayed
Return_to_owner,Dog,Neutered Male,Other,Tan/White,1,12.0,6,12,12,7,Male,Neutered
Adoption,Dog,Neutered Male,Miniature Schnauzer Mix,Black,1,48.0,2,18,19,3,Male,Neutered
Transfer,Cat,Unknown,Domestic Shorthair Mix,Tortie,1,1.0,5,13,25,4,Unknown,Unknown
Return_to_owner,Dog,Spayed Female,Catahoula Mix,Other,1,24.0,6,17,1,2,Female,Spayed
Transfer,Dog,Spayed Female,Chihuahua Shorthair Mix,Brown,1,24.0,1,12,11,11,Female,Spayed
Return_to_owner,Dog,Neutered Male,Chihuahua Shorthair Mix,Tan,1,60.0,4,11,27,3,Male,Neutered
Adoption,Dog,Neutered Male,Other,Sable,1,2.0,6,17,10,8,Male,Neutered
Transfer,Cat,Intact Male,Domestic Shorthair Mix,Brown Tabby,1,3.0,0,9,15,12,Male,Intact
Adoption,Cat,Neutered Male,Domestic Shorthair Mix,Brown Tabby/White,1,1.0,2,17,15,7,Male,Neutered
Return_to_owner,Dog,Spayed Female,Pit Bull Mix,Blue/White,1,60.0,6,17,24,8,Female,Spayed
Adoption,Dog,Neutered Male,Other,Other,0,24.0,2,12,8,1,Male,Neutered
Transfer,Dog,Neutered Male,Other,Black,1,4.0,5,13,5,4,Male,Neutered
Adoption,Dog,Neutered Male,Pit Bull Mix,Red,1,96.0,6,15,3,8,Male,Neutered
Transfer,Dog,Spayed Female,Other,Black/White,0,8.0,2,16,1,7,Female,Spayed
Adoption,Cat,Neutered Male,Domestic Shorthair Mix,Other,1,3.0,6,19,15,12,Male,Neutered
Transfer,Cat,Intact Female,Domestic Medium Hair Mix,Blue/White,1,12.0,2,9,20,5,Female,Intact
Return_to_owner,Dog,Neutered Male,Other,Black/White,0,24.0,0,18,22,12,Male,Neutered
Return_to_owner,Dog,Spayed Female,Other,White,1,108.0,0,12,29,12,Female,Spayed
Return_to_owner,Dog,Intact Male,Pit Bull Mix,Other,1,0.5,3,12,8,1,Male,Intact
Transfer,Cat,Intact Male,Domestic Shorthair,White/Blue,0,1.0,4,11,17,10,Male,Intact
Adoption,Cat,Spayed Female,Domestic Longhair Mix,Other,1,84.0,5,13,12,4,Female,Spayed
Adoption,Cat,Neutered Male,Domestic Shorthair Mix,Brown Tabby,1,2.0,6,19,1,11,Male,Neutered
Return_to_owner,Dog,Spayed Female,Other,Tan,1,24.0,3,12,29,5,Female,Spayed
Adoption,Dog,Spayed Female,Dachshund Mix,Brown,1,96.0,6,11,13,12,Female,Spayed
Return_to_owner,Dog,Spayed Female,Pit Bull Mix,Brown/White,1,24.0,4,16,27,11,Female,Spayed
Transfer,Dog,Intact Male,German Shepherd Mix,Black/Brown,1,24.0,6,13,2,8,Male,Intact
Transfer,Dog,Spayed Female,Labrador Retriever Mix,Black/White,1,60.0,3,17,4,12,Female,Spayed
Euthanasia,Dog,Spayed Female,Pit Bull Mix,Other,1,12.0,3,8,21,5,Female,Spayed
Transfer,Dog,Spayed Female,Other,Black/Tan,1,48.0,0,14,26,5,Female,Spayed
Transfer,Cat,Unknown,Domestic Medium Hair Mix,Black,1,4.0,4,9,20,3,Unknown,Unknown
Transfer,Dog,Neutered Male,Chihuahua Shorthair Mix,Other,1,72.0,4,16,6,6,Male,Neutered
Adoption,Dog,Spayed Female,Labrador Retriever Mix,Black/White,1,36.0,3,8,4,9,Female,Spayed
Adoption,Dog,Neutered Male,Rottweiler Mix,Black/Tan,1,24.0,4,19,5,12,Male,Neutered
Euthanasia,Dog,Intact Male,Pit Bull Mix,Brown Brindle/White,1,12.0,2,13,1,1,Male,Intact
Died,Dog,Intact Female,German Shepherd Mix,Black/Tan,1,24.0,6,9,3,1,Female,Intact
Transfer,Dog,Spayed Female,Other,Black/Tan,0,4.0,6,18,7,9,Female,Spayed
Adoption,Dog,Intact Male,Other,Other,0,24.0,3,15,11,2,Male,Intact
Adoption,Cat,Neutered Male,Domestic Shorthair Mix,Brown Tabby,1,96.0,4,14,6,2,Male,Neutered
Adoption,Dog,Spayed Female,Rat Terrier Mix,Tricolor,1,12.0,5,12,1,2,Female,Spayed
Transfer,Cat,Unknown,Domestic Shorthair Mix,Orange Tabby,1,6.0,4,9,30,10,Unknown,Unknown
Return_to_owner,Dog,Spayed Female,Labrador Retriever Mix,White,1,36.0,4,16,28,11,Female,Spayed
Adoption,Dog,Spayed Female,Other,Black,0,12.0,1,13,5,11,Female,Spayed
Adoption,Cat,Neutered Male,Domestic Shorthair Mix,Cream Tabby,1,60.0,3,15,19,2,Male,Neutered
Transfer,Cat,Intact Male,Domestic Longhair Mix,Brown Tabby,1,12.0,2,15,23,10,Male,Intact
Adoption,Dog,Spayed Female,Chihuahua Shorthair Mix,Tricolor,1,36.0,2,17,18,2,Female,Spayed
Euthanasia,Cat,Spayed Female,Domestic Shorthair Mix,Brown Tabby/White,1,144.0,3,17,6,11,Female,Spayed
Adoption,Dog,Neutered Male,Australian Cattle Dog Mix,Tricolor,1,10.0,2,17,9,7,Male,Neutered
Adoption,Dog,Spayed Female,Jack Russell Terrier Mix,Other,1,12.0,6,16,8,6,Female,Spayed
Euthanasia,Dog,Neutered Male,Other,Black,0,36.0,1,8,4,11,Male,Neutered
Adoption,Dog,Spayed Female,Labrador Retriever Mix,Black/White,1,3.0,0,13,12,1,Female,Spayed
Return_to_owner,Dog,Neutered Male,Other,Black,1,84.0,2,15,27,11,Male,Neutered
Transfer,Cat,Intact Male,Domestic Shorthair Mix,Brown Tabby,1,2.0,1,15,28,10,Male,Intact
Adoption,Cat,Neutered Male,Domestic Shorthair Mix,Orange Tabby,1,2.0,0,14,7,12,Male,Neutered
Adoption,Dog,Spayed Female,Border Collie Mix,Brown Brindle/White,1,4.0,3,16,30,10,Female,Spayed
Transfer,Dog,Intact Male,Chihuahua Shorthair Mix,Brown,1,1.0,6,15,25,5,Male,Intact
Return_to_owner,Cat,Spayed Female,Siamese Mix,Other,1,72.0,5,14,23,8,Female,Spayed
Return_to_owner,Dog,Neutered Male,Pit Bull Mix,Black/White,1,36.0,2,12,5,11,Male,Neutered
Adoption,Cat,Neutered Male,Siamese Mix,Other,1,2.0,3,17,3,7,Male,Neutered
Adoption,Cat,Spayed Female,Domestic Shorthair Mix,Other,1,108.0,6,14,19,10,Female,Spayed
Return_to_owner,Cat,Neutered Male,Domestic Shorthair Mix,Black,1,36.0,3,17,29,1,Male,Neutered
Return_to_owner,Dog,Neutered Male,Pit Bull Mix,Tan/White,1,60.0,2,17,29,7,Male,Neutered
Return_to_owner,Dog,Spayed Female,Chihuahua Shorthair Mix,Tan,1,24.0,6,14,4,1,Female,Spayed
Transfer,Cat,Intact Male,Domestic Shorthair Mix,Orange Tabby,1,8.0,4,9,6,11,Male,Intact
Return_to_owner,Dog,Neutered Male,Other,Black,1,36.0,1,11,15,10,Male,Neutered
Adoption,Dog,Neutered Male,Australian Cattle Dog Mix,Tricolor,1,24.0,5,14,21,3,Male,Neutered
Adoption,Dog,Spayed Female,Pit Bull Mix,Brown/White,1,24.0,5,15,21,6,Female,Spayed
Transfer,Dog,Spayed Female,Pit Bull Mix,Fawn/White,1,24.0,2,14,16,12,Female,Spayed
Return_to_owner,Dog,Neutered Male,Other,Brown/Black,1,84.0,5,17,12,10,Male,Neutered
Transfer,Dog,Intact Female,Other,Black/White,0,72.0,4,13,9,5,Female,Intact
Adoption,Cat,Neutered Male,Domestic Medium Hair Mix,Brown Tabby,1,2.0,2,19,15,7,Male,Neutered
Euthanasia,Cat,Intact Male,Domestic Shorthair Mix,Blue Tabby/White,1,0.75,1,15,30,9,Male,Intact
Adoption,Cat,Neutered Male,Domestic Shorthair Mix,Black/White,1,2.0,5,14,5,7,Male,Neutered
Adoption,Dog,Intact Male,Chihuahua Shorthair Mix,White/Tan,1,120.0,1,17,8,12,Male,Intact
Euthanasia,Cat,Intact Female,Domestic Shorthair Mix,Torbie,1,4.0,0,17,1,9,Female,Intact
Transfer,Dog,Intact Female,Chihuahua Shorthair Mix,Brown/White,1,2.0,3,11,27,2,Female,Intact
Transfer,Cat,Intact Male,Domestic Medium Hair Mix,Other,1,1.0,2,18,3,9,Male,Intact
Adoption,Dog,Spayed Female,Other,White/Black,0,12.0,3,17,23,4,Female,Spayed
Transfer,Cat,Unknown,Siamese Mix,Seal Point,1,0.75,1,15,9,6,Unknown,Unknown
Return_to_owner,Dog,Spayed Female,Other,Black/Tan,0,144.0,6,15,25,5,Female,Spayed
Return_to_owner,Cat,Spayed Female,Domestic Shorthair Mix,Orange Tabby/White,1,48.0,5,13,16,8,Female,Spayed
Adoption,Dog,Spayed Female,Labrador Retriever Mix,Yellow,1,156.0,4,11,6,11,Female,Spayed
Transfer,Dog,Intact Male,German Shepherd Mix,Tan,1,0.25,4,15,20,11,Male,Intact
Transfer,Dog,Spayed Female,Other,Black/Tan,1,72.0,0,15,21,10,Female,Spayed
Euthanasia,Dog,Spayed Female,Other,Tan/Black,0,24.0,0,14,25,5,Female,Spayed
Return_to_owner,Dog,Neutered Male,Siberian Husky Mix,Other,1,48.0,6,16,30,3,Male,Neutered
Transfer,Dog,Neutered Male,Pit Bull Mix,Tan,1,24.0,1,12,5,1,Male,Neutered
Adoption,Cat,Spayed Female,Domestic Shorthair Mix,Brown Tabby/White,1,9.0,6,18,22,12,Female,Spayed
Transfer,Cat,Neutered Male,Domestic Shorthair Mix,Orange Tabby,1,48.0,4,15,26,12,Male,Neutered
